starttime	seconds	ctime	dtime	ttime	wait
Sat Dec 24 11:59:41 2022	1671883181	2	14	16	14
Sat Dec 24 11:59:41 2022	1671883181	0	17	17	14
Sat Dec 24 11:59:41 2022	1671883181	1	48	49	47
Sat Dec 24 11:59:41 2022	1671883181	1	65	66	64
Sat Dec 24 11:59:41 2022	1671883181	1	65	67	64
Sat Dec 24 11:59:41 2022	1671883181	1	67	67	67
Sat Dec 24 11:59:41 2022	1671883181	1	67	68	67
Sat Dec 24 11:59:41 2022	1671883181	1	70	70	69
Sat Dec 24 11:59:41 2022	1671883181	1	77	79	77
Sat Dec 24 11:59:41 2022	1671883181	1	88	89	88
Sat Dec 24 11:59:41 2022	1671883181	1	92	93	92
Sat Dec 24 11:59:41 2022	1671883181	1	93	94	93
Sat Dec 24 11:59:41 2022	1671883181	1	103	104	103
Sat Dec 24 11:59:41 2022	1671883181	1	103	104	103
Sat Dec 24 11:59:41 2022	1671883181	1	107	108	106
Sat Dec 24 11:59:41 2022	1671883181	1	109	110	109
Sat Dec 24 11:59:41 2022	1671883181	1	115	116	114
Sat Dec 24 11:59:41 2022	1671883181	1	117	118	117
Sat Dec 24 11:59:41 2022	1671883181	1	126	127	125
Sat Dec 24 11:59:41 2022	1671883181	1	130	131	130
Sat Dec 24 11:59:41 2022	1671883181	0	137	137	136
Sat Dec 24 11:59:41 2022	1671883181	1	148	149	148
Sat Dec 24 11:59:41 2022	1671883181	1	150	151	150
Sat Dec 24 11:59:41 2022	1671883181	0	153	153	153
Sat Dec 24 11:59:41 2022	1671883181	1	154	156	154
Sat Dec 24 11:59:41 2022	1671883181	1	161	162	159
Sat Dec 24 11:59:41 2022	1671883181	1	161	162	159
Sat Dec 24 11:59:41 2022	1671883181	1	161	162	159
Sat Dec 24 11:59:41 2022	1671883181	1	162	163	159
Sat Dec 24 11:59:41 2022	1671883181	0	163	163	162
Sat Dec 24 11:59:41 2022	1671883181	1	161	163	159
Sat Dec 24 11:59:41 2022	1671883181	1	162	163	159
Sat Dec 24 11:59:41 2022	1671883181	1	162	163	159
Sat Dec 24 11:59:41 2022	1671883181	2	162	163	159
Sat Dec 24 11:59:41 2022	1671883181	0	163	164	163
Sat Dec 24 11:59:41 2022	1671883181	1	163	164	163
Sat Dec 24 11:59:41 2022	1671883181	1	165	165	164
Sat Dec 24 11:59:41 2022	1671883181	1	165	166	165
Sat Dec 24 11:59:41 2022	1671883181	1	166	166	165
Sat Dec 24 11:59:41 2022	1671883181	1	165	166	164
Sat Dec 24 11:59:42 2022	1671883182	0	169	169	169
Sat Dec 24 11:59:42 2022	1671883182	0	169	169	169
Sat Dec 24 11:59:41 2022	1671883181	1	172	173	171
Sat Dec 24 11:59:41 2022	1671883181	1	176	177	176
Sat Dec 24 11:59:41 2022	1671883181	0	180	180	180
Sat Dec 24 11:59:45 2022	1671883185	0	183	183	181
Sat Dec 24 11:59:43 2022	1671883183	0	184	184	184
Sat Dec 24 11:59:42 2022	1671883182	0	184	184	184
Sat Dec 24 11:59:43 2022	1671883183	0	186	186	185
Sat Dec 24 11:59:46 2022	1671883186	0	187	187	187
Sat Dec 24 11:59:42 2022	1671883182	0	187	187	187
Sat Dec 24 11:59:41 2022	1671883181	1	186	187	179
Sat Dec 24 11:59:41 2022	1671883181	0	188	188	187
Sat Dec 24 11:59:42 2022	1671883182	0	192	192	191
Sat Dec 24 11:59:41 2022	1671883181	0	193	193	191
Sat Dec 24 11:59:44 2022	1671883184	0	193	193	193
Sat Dec 24 11:59:42 2022	1671883182	0	194	194	193
Sat Dec 24 11:59:42 2022	1671883182	0	195	195	195
Sat Dec 24 11:59:41 2022	1671883181	1	195	196	195
Sat Dec 24 11:59:41 2022	1671883181	1	195	196	195
Sat Dec 24 11:59:43 2022	1671883183	0	197	197	196
Sat Dec 24 11:59:41 2022	1671883181	0	197	197	197
Sat Dec 24 11:59:44 2022	1671883184	0	198	198	196
Sat Dec 24 11:59:42 2022	1671883182	0	198	198	197
Sat Dec 24 11:59:42 2022	1671883182	0	198	198	197
Sat Dec 24 11:59:42 2022	1671883182	0	199	199	198
Sat Dec 24 11:59:41 2022	1671883181	0	199	199	199
Sat Dec 24 11:59:41 2022	1671883181	0	200	200	200
Sat Dec 24 11:59:44 2022	1671883184	0	200	200	199
Sat Dec 24 11:59:42 2022	1671883182	0	202	202	202
Sat Dec 24 11:59:41 2022	1671883181	0	204	204	203
Sat Dec 24 11:59:41 2022	1671883181	0	204	204	204
Sat Dec 24 11:59:42 2022	1671883182	0	204	204	204
Sat Dec 24 11:59:42 2022	1671883182	0	205	205	204
Sat Dec 24 11:59:42 2022	1671883182	0	205	205	204
Sat Dec 24 11:59:46 2022	1671883186	0	205	205	205
Sat Dec 24 11:59:42 2022	1671883182	0	205	205	205
Sat Dec 24 11:59:46 2022	1671883186	0	206	206	204
Sat Dec 24 11:59:42 2022	1671883182	0	207	207	206
Sat Dec 24 11:59:45 2022	1671883185	0	207	207	204
Sat Dec 24 11:59:42 2022	1671883182	0	207	207	207
Sat Dec 24 11:59:45 2022	1671883185	0	208	208	207
Sat Dec 24 11:59:42 2022	1671883182	0	208	208	208
Sat Dec 24 11:59:43 2022	1671883183	0	209	209	208
Sat Dec 24 11:59:41 2022	1671883181	0	209	209	209
Sat Dec 24 11:59:41 2022	1671883181	0	209	209	209
Sat Dec 24 11:59:44 2022	1671883184	0	209	210	209
Sat Dec 24 11:59:41 2022	1671883181	0	210	210	209
Sat Dec 24 11:59:42 2022	1671883182	0	210	210	209
Sat Dec 24 11:59:45 2022	1671883185	0	210	210	209
Sat Dec 24 11:59:42 2022	1671883182	0	210	210	210
Sat Dec 24 11:59:41 2022	1671883181	0	210	211	210
Sat Dec 24 11:59:42 2022	1671883182	0	211	211	210
Sat Dec 24 11:59:41 2022	1671883181	0	211	211	210
Sat Dec 24 11:59:42 2022	1671883182	0	211	211	211
Sat Dec 24 11:59:41 2022	1671883181	0	211	212	211
Sat Dec 24 11:59:46 2022	1671883186	0	212	212	211
Sat Dec 24 11:59:42 2022	1671883182	0	212	212	211
Sat Dec 24 11:59:42 2022	1671883182	0	212	212	211
Sat Dec 24 11:59:44 2022	1671883184	0	212	212	212
Sat Dec 24 11:59:42 2022	1671883182	0	213	213	212
Sat Dec 24 11:59:41 2022	1671883181	0	213	213	211
Sat Dec 24 11:59:41 2022	1671883181	0	213	213	211
Sat Dec 24 11:59:42 2022	1671883182	0	213	213	212
Sat Dec 24 11:59:42 2022	1671883182	0	213	213	213
Sat Dec 24 11:59:41 2022	1671883181	0	213	213	213
Sat Dec 24 11:59:42 2022	1671883182	0	214	214	213
Sat Dec 24 11:59:41 2022	1671883181	0	214	214	213
Sat Dec 24 11:59:41 2022	1671883181	0	214	214	213
Sat Dec 24 11:59:41 2022	1671883181	0	214	214	213
Sat Dec 24 11:59:42 2022	1671883182	0	214	214	214
Sat Dec 24 11:59:41 2022	1671883181	0	214	214	213
Sat Dec 24 11:59:44 2022	1671883184	0	214	214	214
Sat Dec 24 11:59:42 2022	1671883182	0	215	215	214
Sat Dec 24 11:59:43 2022	1671883183	0	215	215	214
Sat Dec 24 11:59:43 2022	1671883183	0	215	215	215
Sat Dec 24 11:59:42 2022	1671883182	0	216	216	215
Sat Dec 24 11:59:45 2022	1671883185	0	216	216	213
Sat Dec 24 11:59:42 2022	1671883182	0	216	216	215
Sat Dec 24 11:59:45 2022	1671883185	0	216	216	215
Sat Dec 24 11:59:41 2022	1671883181	0	216	216	216
Sat Dec 24 11:59:41 2022	1671883181	0	216	216	215
Sat Dec 24 11:59:42 2022	1671883182	0	216	216	215
Sat Dec 24 11:59:42 2022	1671883182	0	216	216	216
Sat Dec 24 11:59:41 2022	1671883181	0	217	217	216
Sat Dec 24 11:59:41 2022	1671883181	0	217	217	216
Sat Dec 24 11:59:42 2022	1671883182	0	217	217	216
Sat Dec 24 11:59:44 2022	1671883184	0	217	217	216
Sat Dec 24 11:59:41 2022	1671883181	0	217	217	216
Sat Dec 24 11:59:42 2022	1671883182	0	217	217	217
Sat Dec 24 11:59:43 2022	1671883183	0	217	217	217
Sat Dec 24 11:59:42 2022	1671883182	0	218	218	217
Sat Dec 24 11:59:41 2022	1671883181	1	217	218	204
Sat Dec 24 11:59:45 2022	1671883185	0	218	218	217
Sat Dec 24 11:59:42 2022	1671883182	0	218	218	217
Sat Dec 24 11:59:45 2022	1671883185	0	218	218	215
Sat Dec 24 11:59:41 2022	1671883181	1	217	218	215
Sat Dec 24 11:59:41 2022	1671883181	0	218	218	217
Sat Dec 24 11:59:41 2022	1671883181	1	217	218	215
Sat Dec 24 11:59:43 2022	1671883183	0	218	218	217
Sat Dec 24 11:59:41 2022	1671883181	1	217	218	215
Sat Dec 24 11:59:41 2022	1671883181	1	217	218	215
Sat Dec 24 11:59:42 2022	1671883182	0	218	219	218
Sat Dec 24 11:59:41 2022	1671883181	1	218	219	215
Sat Dec 24 11:59:44 2022	1671883184	0	219	219	218
Sat Dec 24 11:59:45 2022	1671883185	0	219	219	218
Sat Dec 24 11:59:42 2022	1671883182	0	219	219	218
Sat Dec 24 11:59:41 2022	1671883181	1	218	219	215
Sat Dec 24 11:59:41 2022	1671883181	1	218	219	215
Sat Dec 24 11:59:41 2022	1671883181	0	219	219	218
Sat Dec 24 11:59:41 2022	1671883181	0	219	219	218
Sat Dec 24 11:59:42 2022	1671883182	0	219	219	218
Sat Dec 24 11:59:41 2022	1671883181	1	218	219	218
Sat Dec 24 11:59:43 2022	1671883183	0	219	219	218
Sat Dec 24 11:59:42 2022	1671883182	0	219	219	218
Sat Dec 24 11:59:41 2022	1671883181	1	218	219	216
Sat Dec 24 11:59:41 2022	1671883181	0	219	219	219
Sat Dec 24 11:59:46 2022	1671883186	0	220	220	219
Sat Dec 24 11:59:45 2022	1671883185	0	220	220	219
Sat Dec 24 11:59:42 2022	1671883182	0	220	220	219
Sat Dec 24 11:59:42 2022	1671883182	0	220	220	219
Sat Dec 24 11:59:41 2022	1671883181	1	218	220	218
Sat Dec 24 11:59:42 2022	1671883182	0	220	220	220
Sat Dec 24 11:59:42 2022	1671883182	0	220	220	220
Sat Dec 24 11:59:42 2022	1671883182	0	220	220	220
Sat Dec 24 11:59:42 2022	1671883182	0	220	220	220
Sat Dec 24 11:59:42 2022	1671883182	0	220	220	220
Sat Dec 24 11:59:41 2022	1671883181	0	220	220	219
Sat Dec 24 11:59:42 2022	1671883182	0	221	221	220
Sat Dec 24 11:59:42 2022	1671883182	0	221	221	220
Sat Dec 24 11:59:42 2022	1671883182	0	221	221	220
Sat Dec 24 11:59:41 2022	1671883181	0	221	221	220
Sat Dec 24 11:59:41 2022	1671883181	0	221	221	221
Sat Dec 24 11:59:45 2022	1671883185	0	221	222	221
Sat Dec 24 11:59:41 2022	1671883181	0	222	222	221
Sat Dec 24 11:59:45 2022	1671883185	0	222	222	221
Sat Dec 24 11:59:41 2022	1671883181	0	222	222	221
Sat Dec 24 11:59:44 2022	1671883184	0	222	222	221
Sat Dec 24 11:59:46 2022	1671883186	0	222	222	221
Sat Dec 24 11:59:42 2022	1671883182	0	222	222	221
Sat Dec 24 11:59:41 2022	1671883181	0	222	222	221
Sat Dec 24 11:59:42 2022	1671883182	0	222	222	221
Sat Dec 24 11:59:42 2022	1671883182	0	222	222	222
Sat Dec 24 11:59:42 2022	1671883182	0	222	222	222
Sat Dec 24 11:59:41 2022	1671883181	0	222	222	222
Sat Dec 24 11:59:43 2022	1671883183	0	223	223	222
Sat Dec 24 11:59:46 2022	1671883186	0	223	223	222
Sat Dec 24 11:59:41 2022	1671883181	0	223	223	223
Sat Dec 24 11:59:42 2022	1671883182	0	223	223	221
Sat Dec 24 11:59:42 2022	1671883182	0	223	223	223
Sat Dec 24 11:59:41 2022	1671883181	1	223	223	222
Sat Dec 24 11:59:42 2022	1671883182	0	223	224	223
Sat Dec 24 11:59:42 2022	1671883182	0	223	224	223
Sat Dec 24 11:59:42 2022	1671883182	0	223	224	222
Sat Dec 24 11:59:42 2022	1671883182	0	224	224	223
Sat Dec 24 11:59:44 2022	1671883184	0	224	224	223
Sat Dec 24 11:59:42 2022	1671883182	0	224	224	223
Sat Dec 24 11:59:41 2022	1671883181	0	224	224	224
Sat Dec 24 11:59:41 2022	1671883181	0	224	224	223
Sat Dec 24 11:59:42 2022	1671883182	0	224	224	224
Sat Dec 24 11:59:42 2022	1671883182	0	225	225	224
Sat Dec 24 11:59:42 2022	1671883182	0	225	225	223
Sat Dec 24 11:59:42 2022	1671883182	0	225	225	224
Sat Dec 24 11:59:43 2022	1671883183	0	225	225	224
Sat Dec 24 11:59:42 2022	1671883182	0	225	225	225
Sat Dec 24 11:59:42 2022	1671883182	0	225	225	224
Sat Dec 24 11:59:42 2022	1671883182	0	225	225	225
Sat Dec 24 11:59:42 2022	1671883182	0	225	225	225
Sat Dec 24 11:59:42 2022	1671883182	0	225	225	225
Sat Dec 24 11:59:43 2022	1671883183	0	226	226	226
Sat Dec 24 11:59:41 2022	1671883181	0	226	226	226
Sat Dec 24 11:59:44 2022	1671883184	0	226	226	226
Sat Dec 24 11:59:43 2022	1671883183	0	226	226	226
Sat Dec 24 11:59:42 2022	1671883182	0	226	226	226
Sat Dec 24 11:59:41 2022	1671883181	0	226	226	226
Sat Dec 24 11:59:42 2022	1671883182	0	226	227	226
Sat Dec 24 11:59:42 2022	1671883182	0	227	227	226
Sat Dec 24 11:59:42 2022	1671883182	0	227	227	225
Sat Dec 24 11:59:42 2022	1671883182	0	227	227	227
Sat Dec 24 11:59:43 2022	1671883183	0	227	227	225
Sat Dec 24 11:59:43 2022	1671883183	0	227	227	226
Sat Dec 24 11:59:41 2022	1671883181	0	227	227	227
Sat Dec 24 11:59:42 2022	1671883182	0	227	227	227
Sat Dec 24 11:59:43 2022	1671883183	0	227	227	225
Sat Dec 24 11:59:42 2022	1671883182	0	227	227	226
Sat Dec 24 11:59:43 2022	1671883183	0	228	228	225
Sat Dec 24 11:59:41 2022	1671883181	0	228	228	227
Sat Dec 24 11:59:46 2022	1671883186	0	228	228	227
Sat Dec 24 11:59:44 2022	1671883184	0	228	228	227
Sat Dec 24 11:59:43 2022	1671883183	0	228	228	228
Sat Dec 24 11:59:41 2022	1671883181	0	228	228	227
Sat Dec 24 11:59:44 2022	1671883184	0	228	228	227
Sat Dec 24 11:59:43 2022	1671883183	0	228	228	228
Sat Dec 24 11:59:42 2022	1671883182	0	228	228	227
Sat Dec 24 11:59:42 2022	1671883182	0	228	228	228
Sat Dec 24 11:59:43 2022	1671883183	0	229	229	228
Sat Dec 24 11:59:43 2022	1671883183	0	229	229	228
Sat Dec 24 11:59:42 2022	1671883182	0	229	229	228
Sat Dec 24 11:59:43 2022	1671883183	0	229	229	228
Sat Dec 24 11:59:42 2022	1671883182	0	229	229	229
Sat Dec 24 11:59:45 2022	1671883185	0	229	229	227
Sat Dec 24 11:59:41 2022	1671883181	0	229	229	229
Sat Dec 24 11:59:44 2022	1671883184	0	230	230	229
Sat Dec 24 11:59:43 2022	1671883183	0	229	230	228
Sat Dec 24 11:59:41 2022	1671883181	0	230	230	229
Sat Dec 24 11:59:42 2022	1671883182	0	230	230	229
Sat Dec 24 11:59:45 2022	1671883185	0	229	230	229
Sat Dec 24 11:59:42 2022	1671883182	0	230	230	229
Sat Dec 24 11:59:42 2022	1671883182	0	230	230	230
Sat Dec 24 11:59:41 2022	1671883181	0	230	230	229
Sat Dec 24 11:59:43 2022	1671883183	0	230	230	230
Sat Dec 24 11:59:46 2022	1671883186	0	230	230	228
Sat Dec 24 11:59:42 2022	1671883182	0	230	230	229
Sat Dec 24 11:59:41 2022	1671883181	0	230	230	230
Sat Dec 24 11:59:45 2022	1671883185	0	230	230	229
Sat Dec 24 11:59:42 2022	1671883182	0	230	230	230
Sat Dec 24 11:59:45 2022	1671883185	0	230	230	230
Sat Dec 24 11:59:45 2022	1671883185	0	231	231	230
Sat Dec 24 11:59:42 2022	1671883182	0	231	231	230
Sat Dec 24 11:59:42 2022	1671883182	0	231	231	230
Sat Dec 24 11:59:42 2022	1671883182	0	231	231	231
Sat Dec 24 11:59:44 2022	1671883184	0	231	231	228
Sat Dec 24 11:59:42 2022	1671883182	0	231	231	231
Sat Dec 24 11:59:42 2022	1671883182	0	231	231	231
Sat Dec 24 11:59:43 2022	1671883183	0	231	231	230
Sat Dec 24 11:59:42 2022	1671883182	0	231	231	231
Sat Dec 24 11:59:41 2022	1671883181	0	231	231	231
Sat Dec 24 11:59:45 2022	1671883185	0	231	231	230
Sat Dec 24 11:59:42 2022	1671883182	0	231	231	227
Sat Dec 24 11:59:42 2022	1671883182	0	231	231	228
Sat Dec 24 11:59:41 2022	1671883181	1	231	231	230
Sat Dec 24 11:59:41 2022	1671883181	1	231	232	230
Sat Dec 24 11:59:42 2022	1671883182	0	231	232	231
Sat Dec 24 11:59:42 2022	1671883182	0	232	232	231
Sat Dec 24 11:59:42 2022	1671883182	0	232	232	231
Sat Dec 24 11:59:42 2022	1671883182	0	232	232	231
Sat Dec 24 11:59:45 2022	1671883185	0	232	232	231
Sat Dec 24 11:59:44 2022	1671883184	0	232	232	231
Sat Dec 24 11:59:42 2022	1671883182	0	232	232	231
Sat Dec 24 11:59:43 2022	1671883183	0	232	232	231
Sat Dec 24 11:59:41 2022	1671883181	0	232	232	231
Sat Dec 24 11:59:42 2022	1671883182	0	232	232	231
Sat Dec 24 11:59:44 2022	1671883184	0	232	232	232
Sat Dec 24 11:59:42 2022	1671883182	0	232	232	231
Sat Dec 24 11:59:42 2022	1671883182	0	232	232	231
Sat Dec 24 11:59:43 2022	1671883183	0	232	232	231
Sat Dec 24 11:59:43 2022	1671883183	0	232	232	232
Sat Dec 24 11:59:45 2022	1671883185	0	232	232	229
Sat Dec 24 11:59:42 2022	1671883182	0	232	232	232
Sat Dec 24 11:59:43 2022	1671883183	0	232	232	232
Sat Dec 24 11:59:44 2022	1671883184	0	232	232	231
Sat Dec 24 11:59:41 2022	1671883181	0	233	233	232
Sat Dec 24 11:59:42 2022	1671883182	0	233	233	232
Sat Dec 24 11:59:43 2022	1671883183	0	233	233	232
Sat Dec 24 11:59:41 2022	1671883181	0	233	233	232
Sat Dec 24 11:59:42 2022	1671883182	0	233	233	233
Sat Dec 24 11:59:43 2022	1671883183	0	233	233	233
Sat Dec 24 11:59:41 2022	1671883181	1	232	233	232
Sat Dec 24 11:59:43 2022	1671883183	0	233	233	233
Sat Dec 24 11:59:41 2022	1671883181	0	233	233	233
Sat Dec 24 11:59:45 2022	1671883185	0	233	233	232
Sat Dec 24 11:59:42 2022	1671883182	0	234	234	233
Sat Dec 24 11:59:42 2022	1671883182	0	234	234	233
Sat Dec 24 11:59:42 2022	1671883182	0	234	234	233
Sat Dec 24 11:59:43 2022	1671883183	0	234	234	233
Sat Dec 24 11:59:44 2022	1671883184	0	234	234	233
Sat Dec 24 11:59:41 2022	1671883181	0	234	234	234
Sat Dec 24 11:59:42 2022	1671883182	0	234	234	234
Sat Dec 24 11:59:41 2022	1671883181	2	233	234	232
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	234
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	233
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	234
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	234
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	235
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	235
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	235
Sat Dec 24 11:59:41 2022	1671883181	0	235	235	235
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	234
Sat Dec 24 11:59:43 2022	1671883183	0	235	235	235
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	235
Sat Dec 24 11:59:42 2022	1671883182	0	235	235	235
Sat Dec 24 11:59:45 2022	1671883185	0	236	236	235
Sat Dec 24 11:59:42 2022	1671883182	0	236	236	234
Sat Dec 24 11:59:42 2022	1671883182	0	236	236	235
Sat Dec 24 11:59:43 2022	1671883183	0	236	236	234
Sat Dec 24 11:59:45 2022	1671883185	0	236	236	236
Sat Dec 24 11:59:44 2022	1671883184	0	236	236	236
Sat Dec 24 11:59:45 2022	1671883185	0	236	236	236
Sat Dec 24 11:59:42 2022	1671883182	0	236	236	236
Sat Dec 24 11:59:42 2022	1671883182	0	236	236	236
Sat Dec 24 11:59:42 2022	1671883182	0	236	236	236
Sat Dec 24 11:59:42 2022	1671883182	0	236	236	236
Sat Dec 24 11:59:44 2022	1671883184	0	236	236	236
Sat Dec 24 11:59:42 2022	1671883182	0	236	236	236
Sat Dec 24 11:59:43 2022	1671883183	0	236	237	236
Sat Dec 24 11:59:41 2022	1671883181	0	237	237	236
Sat Dec 24 11:59:41 2022	1671883181	0	237	237	236
Sat Dec 24 11:59:42 2022	1671883182	0	237	237	236
Sat Dec 24 11:59:43 2022	1671883183	0	237	237	236
Sat Dec 24 11:59:42 2022	1671883182	0	237	237	237
Sat Dec 24 11:59:42 2022	1671883182	0	237	237	237
Sat Dec 24 11:59:42 2022	1671883182	0	237	237	237
Sat Dec 24 11:59:42 2022	1671883182	0	237	237	236
Sat Dec 24 11:59:41 2022	1671883181	0	237	237	237
Sat Dec 24 11:59:43 2022	1671883183	0	237	237	237
Sat Dec 24 11:59:42 2022	1671883182	0	237	237	237
Sat Dec 24 11:59:42 2022	1671883182	0	237	237	237
Sat Dec 24 11:59:41 2022	1671883181	1	236	237	236
Sat Dec 24 11:59:44 2022	1671883184	0	237	238	236
Sat Dec 24 11:59:42 2022	1671883182	0	238	238	237
Sat Dec 24 11:59:44 2022	1671883184	0	238	238	237
Sat Dec 24 11:59:42 2022	1671883182	0	238	238	237
Sat Dec 24 11:59:42 2022	1671883182	0	238	238	237
Sat Dec 24 11:59:42 2022	1671883182	0	238	238	237
Sat Dec 24 11:59:45 2022	1671883185	0	238	238	237
Sat Dec 24 11:59:42 2022	1671883182	0	238	238	237
Sat Dec 24 11:59:43 2022	1671883183	0	238	238	238
Sat Dec 24 11:59:42 2022	1671883182	0	238	238	237
Sat Dec 24 11:59:43 2022	1671883183	0	238	238	237
Sat Dec 24 11:59:42 2022	1671883182	0	238	238	238
Sat Dec 24 11:59:41 2022	1671883181	0	239	239	238
Sat Dec 24 11:59:42 2022	1671883182	0	239	239	238
Sat Dec 24 11:59:42 2022	1671883182	0	239	239	238
Sat Dec 24 11:59:42 2022	1671883182	0	239	239	232
Sat Dec 24 11:59:42 2022	1671883182	0	239	239	238
Sat Dec 24 11:59:43 2022	1671883183	0	239	239	238
Sat Dec 24 11:59:41 2022	1671883181	0	239	239	238
Sat Dec 24 11:59:41 2022	1671883181	0	239	239	239
Sat Dec 24 11:59:42 2022	1671883182	0	239	239	239
Sat Dec 24 11:59:43 2022	1671883183	0	239	239	239
Sat Dec 24 11:59:43 2022	1671883183	0	239	239	239
Sat Dec 24 11:59:41 2022	1671883181	0	239	239	239
Sat Dec 24 11:59:41 2022	1671883181	0	239	239	239
Sat Dec 24 11:59:46 2022	1671883186	0	239	239	239
Sat Dec 24 11:59:41 2022	1671883181	0	239	239	239
Sat Dec 24 11:59:41 2022	1671883181	1	238	240	238
Sat Dec 24 11:59:45 2022	1671883185	0	240	240	239
Sat Dec 24 11:59:41 2022	1671883181	0	240	240	239
Sat Dec 24 11:59:45 2022	1671883185	0	240	240	239
Sat Dec 24 11:59:42 2022	1671883182	0	240	240	239
Sat Dec 24 11:59:43 2022	1671883183	0	240	240	237
Sat Dec 24 11:59:42 2022	1671883182	0	240	240	239
Sat Dec 24 11:59:42 2022	1671883182	0	240	240	239
Sat Dec 24 11:59:41 2022	1671883181	0	240	240	239
Sat Dec 24 11:59:42 2022	1671883182	0	240	240	239
Sat Dec 24 11:59:46 2022	1671883186	0	240	240	239
Sat Dec 24 11:59:45 2022	1671883185	0	240	240	240
Sat Dec 24 11:59:42 2022	1671883182	0	240	240	240
Sat Dec 24 11:59:45 2022	1671883185	0	240	240	239
Sat Dec 24 11:59:42 2022	1671883182	0	240	240	240
Sat Dec 24 11:59:41 2022	1671883181	0	240	240	240
Sat Dec 24 11:59:45 2022	1671883185	0	240	240	240
Sat Dec 24 11:59:43 2022	1671883183	0	240	240	240
Sat Dec 24 11:59:42 2022	1671883182	0	240	240	240
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:41 2022	1671883181	0	241	241	240
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:44 2022	1671883184	0	241	241	240
Sat Dec 24 11:59:44 2022	1671883184	0	241	241	240
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:43 2022	1671883183	0	241	241	240
Sat Dec 24 11:59:44 2022	1671883184	0	241	241	240
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:41 2022	1671883181	0	241	241	240
Sat Dec 24 11:59:41 2022	1671883181	0	241	241	240
Sat Dec 24 11:59:43 2022	1671883183	0	241	241	240
Sat Dec 24 11:59:41 2022	1671883181	0	241	241	240
Sat Dec 24 11:59:44 2022	1671883184	0	241	241	240
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:43 2022	1671883183	0	241	241	241
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:45 2022	1671883185	0	241	241	241
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	241
Sat Dec 24 11:59:42 2022	1671883182	0	241	241	240
Sat Dec 24 11:59:43 2022	1671883183	0	241	241	241
Sat Dec 24 11:59:44 2022	1671883184	0	241	242	241
Sat Dec 24 11:59:41 2022	1671883181	0	242	242	241
Sat Dec 24 11:59:42 2022	1671883182	0	242	242	241
Sat Dec 24 11:59:43 2022	1671883183	0	242	242	241
Sat Dec 24 11:59:44 2022	1671883184	0	242	242	241
Sat Dec 24 11:59:41 2022	1671883181	0	242	242	241
Sat Dec 24 11:59:44 2022	1671883184	0	242	242	240
Sat Dec 24 11:59:42 2022	1671883182	0	242	242	242
Sat Dec 24 11:59:45 2022	1671883185	0	242	242	242
Sat Dec 24 11:59:45 2022	1671883185	0	242	242	241
Sat Dec 24 11:59:43 2022	1671883183	0	242	242	242
Sat Dec 24 11:59:42 2022	1671883182	0	242	242	242
Sat Dec 24 11:59:42 2022	1671883182	0	242	242	242
Sat Dec 24 11:59:44 2022	1671883184	0	242	242	242
Sat Dec 24 11:59:42 2022	1671883182	0	242	243	242
Sat Dec 24 11:59:42 2022	1671883182	0	242	243	241
Sat Dec 24 11:59:42 2022	1671883182	0	242	243	242
Sat Dec 24 11:59:41 2022	1671883181	0	243	243	241
Sat Dec 24 11:59:41 2022	1671883181	0	243	243	242
Sat Dec 24 11:59:43 2022	1671883183	0	243	243	242
Sat Dec 24 11:59:42 2022	1671883182	0	243	243	242
Sat Dec 24 11:59:43 2022	1671883183	0	243	243	242
Sat Dec 24 11:59:42 2022	1671883182	0	243	243	242
Sat Dec 24 11:59:42 2022	1671883182	0	243	243	241
Sat Dec 24 11:59:44 2022	1671883184	0	243	243	242
Sat Dec 24 11:59:45 2022	1671883185	0	243	243	242
Sat Dec 24 11:59:41 2022	1671883181	0	243	243	243
Sat Dec 24 11:59:42 2022	1671883182	0	243	243	243
Sat Dec 24 11:59:43 2022	1671883183	0	243	243	242
Sat Dec 24 11:59:44 2022	1671883184	0	243	243	243
Sat Dec 24 11:59:44 2022	1671883184	0	243	243	243
Sat Dec 24 11:59:41 2022	1671883181	0	243	243	242
