starttime	seconds	ctime	dtime	ttime	wait
Sat Dec 24 11:58:18 2022	1671883098	0	243	243	243
Sat Dec 24 11:58:20 2022	1671883100	0	243	243	243
Sat Dec 24 11:58:19 2022	1671883099	0	243	243	243
Sat Dec 24 11:58:16 2022	1671883096	0	243	243	243
Sat Dec 24 11:58:18 2022	1671883098	0	243	243	242
Sat Dec 24 11:58:17 2022	1671883097	0	243	243	240
Sat Dec 24 11:58:20 2022	1671883100	0	243	243	243
Sat Dec 24 11:58:19 2022	1671883099	0	243	243	243
Sat Dec 24 11:58:17 2022	1671883097	0	243	244	243
Sat Dec 24 11:58:15 2022	1671883095	1	243	244	243
Sat Dec 24 11:58:17 2022	1671883097	0	243	244	240
Sat Dec 24 11:58:17 2022	1671883097	0	244	244	243
Sat Dec 24 11:58:15 2022	1671883095	1	242	244	241
Sat Dec 24 11:58:19 2022	1671883099	0	244	244	243
Sat Dec 24 11:58:18 2022	1671883098	0	244	244	243
Sat Dec 24 11:58:15 2022	1671883095	0	244	244	243
Sat Dec 24 11:58:17 2022	1671883097	0	244	244	243
Sat Dec 24 11:58:15 2022	1671883095	0	244	244	244
Sat Dec 24 11:58:17 2022	1671883097	0	244	244	243
Sat Dec 24 11:58:17 2022	1671883097	0	244	244	242
Sat Dec 24 11:58:20 2022	1671883100	0	244	244	243
Sat Dec 24 11:58:17 2022	1671883097	0	244	244	244
Sat Dec 24 11:58:17 2022	1671883097	0	244	244	243
Sat Dec 24 11:58:16 2022	1671883096	0	244	244	244
Sat Dec 24 11:58:17 2022	1671883097	0	244	244	243
Sat Dec 24 11:58:17 2022	1671883097	0	244	244	243
Sat Dec 24 11:58:18 2022	1671883098	0	244	244	244
Sat Dec 24 11:58:17 2022	1671883097	0	244	244	244
Sat Dec 24 11:58:20 2022	1671883100	0	244	244	244
Sat Dec 24 11:58:19 2022	1671883099	0	244	244	244
Sat Dec 24 11:58:18 2022	1671883098	0	245	245	244
Sat Dec 24 11:58:20 2022	1671883100	0	245	245	244
Sat Dec 24 11:58:20 2022	1671883100	0	245	245	244
Sat Dec 24 11:58:18 2022	1671883098	0	245	245	244
Sat Dec 24 11:58:17 2022	1671883097	0	245	245	244
Sat Dec 24 11:58:17 2022	1671883097	0	245	245	244
Sat Dec 24 11:58:20 2022	1671883100	0	245	245	244
Sat Dec 24 11:58:17 2022	1671883097	0	245	245	244
Sat Dec 24 11:58:15 2022	1671883095	2	243	245	242
Sat Dec 24 11:58:16 2022	1671883096	0	245	245	244
Sat Dec 24 11:58:19 2022	1671883099	0	245	245	244
Sat Dec 24 11:58:17 2022	1671883097	0	245	245	244
Sat Dec 24 11:58:15 2022	1671883095	3	242	245	242
Sat Dec 24 11:58:19 2022	1671883099	0	245	245	245
Sat Dec 24 11:58:17 2022	1671883097	0	245	245	244
Sat Dec 24 11:58:17 2022	1671883097	0	245	245	245
Sat Dec 24 11:58:15 2022	1671883095	0	245	245	245
Sat Dec 24 11:58:16 2022	1671883096	0	245	245	234
Sat Dec 24 11:58:17 2022	1671883097	0	245	245	245
Sat Dec 24 11:58:18 2022	1671883098	0	245	245	245
Sat Dec 24 11:58:20 2022	1671883100	0	245	245	245
Sat Dec 24 11:58:19 2022	1671883099	0	245	245	245
Sat Dec 24 11:58:20 2022	1671883100	0	245	245	244
Sat Dec 24 11:58:16 2022	1671883096	0	245	245	245
Sat Dec 24 11:58:20 2022	1671883100	0	245	245	244
Sat Dec 24 11:58:18 2022	1671883098	0	245	245	245
Sat Dec 24 11:58:19 2022	1671883099	0	245	245	245
Sat Dec 24 11:58:19 2022	1671883099	0	245	246	245
Sat Dec 24 11:58:15 2022	1671883095	0	246	246	245
Sat Dec 24 11:58:20 2022	1671883100	0	246	246	245
Sat Dec 24 11:58:17 2022	1671883097	0	245	246	242
Sat Dec 24 11:58:17 2022	1671883097	0	246	246	242
Sat Dec 24 11:58:19 2022	1671883099	0	246	246	245
Sat Dec 24 11:58:17 2022	1671883097	0	246	246	245
Sat Dec 24 11:58:20 2022	1671883100	0	246	246	245
Sat Dec 24 11:58:18 2022	1671883098	0	246	246	245
Sat Dec 24 11:58:15 2022	1671883095	1	245	246	244
Sat Dec 24 11:58:15 2022	1671883095	0	246	246	246
Sat Dec 24 11:58:19 2022	1671883099	0	246	246	241
Sat Dec 24 11:58:15 2022	1671883095	0	246	246	246
Sat Dec 24 11:58:19 2022	1671883099	0	246	246	246
Sat Dec 24 11:58:20 2022	1671883100	0	246	246	246
Sat Dec 24 11:58:19 2022	1671883099	0	246	246	245
Sat Dec 24 11:58:16 2022	1671883096	0	246	247	246
Sat Dec 24 11:58:17 2022	1671883097	0	247	247	246
Sat Dec 24 11:58:15 2022	1671883095	0	247	247	246
Sat Dec 24 11:58:18 2022	1671883098	0	247	247	246
Sat Dec 24 11:58:20 2022	1671883100	0	247	247	247
Sat Dec 24 11:58:19 2022	1671883099	0	247	247	247
Sat Dec 24 11:58:15 2022	1671883095	1	246	247	245
Sat Dec 24 11:58:19 2022	1671883099	0	247	247	247
Sat Dec 24 11:58:19 2022	1671883099	0	247	247	247
Sat Dec 24 11:58:19 2022	1671883099	0	247	247	247
Sat Dec 24 11:58:20 2022	1671883100	0	248	248	247
Sat Dec 24 11:58:19 2022	1671883099	0	248	248	247
Sat Dec 24 11:58:17 2022	1671883097	0	248	248	247
Sat Dec 24 11:58:17 2022	1671883097	0	248	248	247
Sat Dec 24 11:58:19 2022	1671883099	0	248	248	247
Sat Dec 24 11:58:17 2022	1671883097	0	248	248	247
Sat Dec 24 11:58:20 2022	1671883100	0	248	248	247
Sat Dec 24 11:58:20 2022	1671883100	0	248	248	247
Sat Dec 24 11:58:17 2022	1671883097	0	248	248	247
Sat Dec 24 11:58:20 2022	1671883100	0	248	248	246
Sat Dec 24 11:58:19 2022	1671883099	0	248	248	248
Sat Dec 24 11:58:19 2022	1671883099	0	248	248	227
Sat Dec 24 11:58:18 2022	1671883098	0	248	248	248
Sat Dec 24 11:58:20 2022	1671883100	0	248	248	248
Sat Dec 24 11:58:17 2022	1671883097	0	248	248	248
Sat Dec 24 11:58:17 2022	1671883097	0	248	248	248
Sat Dec 24 11:58:16 2022	1671883096	0	248	248	248
Sat Dec 24 11:58:19 2022	1671883099	0	248	248	248
Sat Dec 24 11:58:18 2022	1671883098	0	248	248	248
Sat Dec 24 11:58:17 2022	1671883097	0	248	248	247
Sat Dec 24 11:58:15 2022	1671883095	2	246	248	245
Sat Dec 24 11:58:18 2022	1671883098	0	248	249	248
Sat Dec 24 11:58:18 2022	1671883098	0	248	249	248
Sat Dec 24 11:58:20 2022	1671883100	0	249	249	248
Sat Dec 24 11:58:19 2022	1671883099	0	249	249	248
Sat Dec 24 11:58:19 2022	1671883099	0	249	249	248
Sat Dec 24 11:58:17 2022	1671883097	0	249	249	248
Sat Dec 24 11:58:17 2022	1671883097	0	249	249	248
Sat Dec 24 11:58:20 2022	1671883100	0	249	249	249
Sat Dec 24 11:58:20 2022	1671883100	0	249	249	248
Sat Dec 24 11:58:19 2022	1671883099	0	249	249	249
Sat Dec 24 11:58:16 2022	1671883096	0	249	249	249
Sat Dec 24 11:58:17 2022	1671883097	0	249	249	249
Sat Dec 24 11:58:17 2022	1671883097	0	249	249	248
Sat Dec 24 11:58:18 2022	1671883098	0	249	249	249
Sat Dec 24 11:58:18 2022	1671883098	0	249	249	249
Sat Dec 24 11:58:19 2022	1671883099	0	249	249	249
Sat Dec 24 11:58:18 2022	1671883098	0	249	249	249
Sat Dec 24 11:58:18 2022	1671883098	0	249	249	248
Sat Dec 24 11:58:19 2022	1671883099	0	249	249	249
Sat Dec 24 11:58:17 2022	1671883097	0	250	250	248
Sat Dec 24 11:58:20 2022	1671883100	0	249	250	249
Sat Dec 24 11:58:19 2022	1671883099	0	250	250	249
Sat Dec 24 11:58:15 2022	1671883095	0	250	250	249
Sat Dec 24 11:58:20 2022	1671883100	0	250	250	249
Sat Dec 24 11:58:18 2022	1671883098	0	250	250	249
Sat Dec 24 11:58:17 2022	1671883097	0	250	250	249
Sat Dec 24 11:58:19 2022	1671883099	0	250	250	249
Sat Dec 24 11:58:20 2022	1671883100	0	250	250	249
Sat Dec 24 11:58:19 2022	1671883099	0	250	250	238
Sat Dec 24 11:58:18 2022	1671883098	0	250	250	249
Sat Dec 24 11:58:20 2022	1671883100	0	250	250	250
Sat Dec 24 11:58:16 2022	1671883096	0	250	250	246
Sat Dec 24 11:58:17 2022	1671883097	0	250	250	250
Sat Dec 24 11:58:17 2022	1671883097	0	250	250	250
Sat Dec 24 11:58:19 2022	1671883099	0	250	250	250
Sat Dec 24 11:58:19 2022	1671883099	0	250	250	250
Sat Dec 24 11:58:17 2022	1671883097	0	250	250	250
Sat Dec 24 11:58:17 2022	1671883097	0	250	250	250
Sat Dec 24 11:58:15 2022	1671883095	2	248	250	247
Sat Dec 24 11:58:17 2022	1671883097	0	250	250	250
Sat Dec 24 11:58:19 2022	1671883099	0	250	250	250
Sat Dec 24 11:58:17 2022	1671883097	0	250	250	250
Sat Dec 24 11:58:20 2022	1671883100	0	250	250	250
Sat Dec 24 11:58:15 2022	1671883095	2	248	251	247
Sat Dec 24 11:58:20 2022	1671883100	0	250	251	250
Sat Dec 24 11:58:15 2022	1671883095	2	248	251	247
Sat Dec 24 11:58:15 2022	1671883095	0	251	251	250
Sat Dec 24 11:58:17 2022	1671883097	0	251	251	250
Sat Dec 24 11:58:17 2022	1671883097	0	251	251	250
Sat Dec 24 11:58:15 2022	1671883095	0	251	251	250
Sat Dec 24 11:58:15 2022	1671883095	0	251	251	251
Sat Dec 24 11:58:19 2022	1671883099	0	251	251	250
Sat Dec 24 11:58:17 2022	1671883097	0	251	251	247
Sat Dec 24 11:58:19 2022	1671883099	0	251	251	250
Sat Dec 24 11:58:17 2022	1671883097	0	251	251	251
Sat Dec 24 11:58:20 2022	1671883100	0	251	251	251
Sat Dec 24 11:58:20 2022	1671883100	0	251	251	251
Sat Dec 24 11:58:19 2022	1671883099	0	251	251	251
Sat Dec 24 11:58:17 2022	1671883097	0	251	251	251
Sat Dec 24 11:58:19 2022	1671883099	0	251	251	248
Sat Dec 24 11:58:16 2022	1671883096	0	251	251	251
Sat Dec 24 11:58:17 2022	1671883097	0	251	251	251
Sat Dec 24 11:58:17 2022	1671883097	0	251	251	251
Sat Dec 24 11:58:20 2022	1671883100	0	251	251	251
Sat Dec 24 11:58:17 2022	1671883097	0	251	251	251
Sat Dec 24 11:58:18 2022	1671883098	0	251	251	251
Sat Dec 24 11:58:20 2022	1671883100	0	251	251	250
Sat Dec 24 11:58:20 2022	1671883100	0	251	251	251
Sat Dec 24 11:58:17 2022	1671883097	0	251	251	251
Sat Dec 24 11:58:17 2022	1671883097	0	251	252	250
Sat Dec 24 11:58:18 2022	1671883098	0	252	252	250
Sat Dec 24 11:58:20 2022	1671883100	0	252	252	251
Sat Dec 24 11:58:20 2022	1671883100	0	252	252	251
Sat Dec 24 11:58:17 2022	1671883097	0	252	252	251
Sat Dec 24 11:58:20 2022	1671883100	0	252	252	251
Sat Dec 24 11:58:17 2022	1671883097	0	252	252	251
Sat Dec 24 11:58:17 2022	1671883097	0	252	252	251
Sat Dec 24 11:58:19 2022	1671883099	0	252	252	252
Sat Dec 24 11:58:17 2022	1671883097	0	252	252	252
Sat Dec 24 11:58:19 2022	1671883099	0	252	252	251
Sat Dec 24 11:58:16 2022	1671883096	0	252	252	252
Sat Dec 24 11:58:19 2022	1671883099	0	252	252	252
Sat Dec 24 11:58:17 2022	1671883097	0	252	252	251
Sat Dec 24 11:58:20 2022	1671883100	0	252	252	252
Sat Dec 24 11:58:17 2022	1671883097	0	252	252	248
Sat Dec 24 11:58:20 2022	1671883100	0	252	252	252
Sat Dec 24 11:58:15 2022	1671883095	2	250	252	249
Sat Dec 24 11:58:19 2022	1671883099	0	252	252	252
Sat Dec 24 11:58:17 2022	1671883097	0	252	252	252
Sat Dec 24 11:58:19 2022	1671883099	0	252	253	252
Sat Dec 24 11:58:19 2022	1671883099	0	253	253	252
Sat Dec 24 11:58:16 2022	1671883096	0	253	253	252
Sat Dec 24 11:58:17 2022	1671883097	0	253	253	252
Sat Dec 24 11:58:19 2022	1671883099	0	253	253	252
Sat Dec 24 11:58:16 2022	1671883096	0	253	253	252
Sat Dec 24 11:58:16 2022	1671883096	0	253	253	252
Sat Dec 24 11:58:17 2022	1671883097	0	253	253	252
Sat Dec 24 11:58:19 2022	1671883099	0	253	253	252
Sat Dec 24 11:58:19 2022	1671883099	0	253	253	252
Sat Dec 24 11:58:17 2022	1671883097	0	253	253	252
Sat Dec 24 11:58:20 2022	1671883100	0	253	253	253
Sat Dec 24 11:58:19 2022	1671883099	0	253	253	253
Sat Dec 24 11:58:20 2022	1671883100	0	253	253	252
Sat Dec 24 11:58:17 2022	1671883097	0	253	253	251
Sat Dec 24 11:58:17 2022	1671883097	0	253	253	250
Sat Dec 24 11:58:17 2022	1671883097	0	253	253	252
Sat Dec 24 11:58:18 2022	1671883098	0	253	253	252
Sat Dec 24 11:58:19 2022	1671883099	0	253	253	253
Sat Dec 24 11:58:17 2022	1671883097	0	253	253	252
Sat Dec 24 11:58:20 2022	1671883100	0	253	253	253
Sat Dec 24 11:58:17 2022	1671883097	0	253	253	252
Sat Dec 24 11:58:19 2022	1671883099	0	253	253	253
Sat Dec 24 11:58:18 2022	1671883098	0	253	253	253
Sat Dec 24 11:58:17 2022	1671883097	0	253	253	253
Sat Dec 24 11:58:15 2022	1671883095	0	253	253	253
Sat Dec 24 11:58:17 2022	1671883097	0	253	254	250
Sat Dec 24 11:58:18 2022	1671883098	0	253	254	253
Sat Dec 24 11:58:20 2022	1671883100	0	254	254	252
Sat Dec 24 11:58:17 2022	1671883097	0	254	254	253
Sat Dec 24 11:58:15 2022	1671883095	0	254	254	248
Sat Dec 24 11:58:18 2022	1671883098	0	254	254	253
Sat Dec 24 11:58:17 2022	1671883097	0	254	254	253
Sat Dec 24 11:58:20 2022	1671883100	0	254	254	253
Sat Dec 24 11:58:19 2022	1671883099	0	254	254	254
Sat Dec 24 11:58:19 2022	1671883099	0	254	254	254
Sat Dec 24 11:58:17 2022	1671883097	0	254	254	254
Sat Dec 24 11:58:19 2022	1671883099	0	254	254	253
Sat Dec 24 11:58:19 2022	1671883099	0	254	254	254
Sat Dec 24 11:58:16 2022	1671883096	0	254	254	254
Sat Dec 24 11:58:19 2022	1671883099	0	254	254	253
Sat Dec 24 11:58:15 2022	1671883095	0	254	254	253
Sat Dec 24 11:58:20 2022	1671883100	0	254	254	250
Sat Dec 24 11:58:17 2022	1671883097	0	254	254	253
Sat Dec 24 11:58:16 2022	1671883096	0	254	254	254
Sat Dec 24 11:58:17 2022	1671883097	0	254	254	254
Sat Dec 24 11:58:19 2022	1671883099	0	254	255	254
Sat Dec 24 11:58:18 2022	1671883098	0	254	255	254
Sat Dec 24 11:58:18 2022	1671883098	0	255	255	254
Sat Dec 24 11:58:15 2022	1671883095	0	255	255	254
Sat Dec 24 11:58:20 2022	1671883100	0	255	255	254
Sat Dec 24 11:58:19 2022	1671883099	0	255	255	254
Sat Dec 24 11:58:20 2022	1671883100	0	255	255	254
Sat Dec 24 11:58:18 2022	1671883098	0	255	255	254
Sat Dec 24 11:58:18 2022	1671883098	0	255	255	254
Sat Dec 24 11:58:19 2022	1671883099	0	255	255	254
Sat Dec 24 11:58:20 2022	1671883100	0	255	255	254
Sat Dec 24 11:58:17 2022	1671883097	0	255	255	254
Sat Dec 24 11:58:19 2022	1671883099	0	255	255	254
Sat Dec 24 11:58:19 2022	1671883099	0	255	255	255
Sat Dec 24 11:58:19 2022	1671883099	0	255	255	254
Sat Dec 24 11:58:20 2022	1671883100	0	255	255	255
Sat Dec 24 11:58:20 2022	1671883100	0	255	255	254
Sat Dec 24 11:58:17 2022	1671883097	0	255	255	255
Sat Dec 24 11:58:19 2022	1671883099	0	255	255	255
Sat Dec 24 11:58:15 2022	1671883095	0	255	255	255
Sat Dec 24 11:58:19 2022	1671883099	0	255	255	255
Sat Dec 24 11:58:19 2022	1671883099	0	255	255	254
Sat Dec 24 11:58:16 2022	1671883096	0	256	256	255
Sat Dec 24 11:58:18 2022	1671883098	0	256	256	254
Sat Dec 24 11:58:19 2022	1671883099	0	256	256	255
Sat Dec 24 11:58:19 2022	1671883099	0	256	256	255
Sat Dec 24 11:58:19 2022	1671883099	0	256	256	255
Sat Dec 24 11:58:16 2022	1671883096	0	256	256	255
Sat Dec 24 11:58:18 2022	1671883098	0	256	256	255
Sat Dec 24 11:58:19 2022	1671883099	0	256	256	255
Sat Dec 24 11:58:19 2022	1671883099	0	256	256	255
Sat Dec 24 11:58:20 2022	1671883100	0	256	256	256
Sat Dec 24 11:58:18 2022	1671883098	0	256	256	256
Sat Dec 24 11:58:16 2022	1671883096	0	256	256	256
Sat Dec 24 11:58:19 2022	1671883099	0	256	256	256
Sat Dec 24 11:58:20 2022	1671883100	0	256	256	256
Sat Dec 24 11:58:19 2022	1671883099	0	256	256	256
Sat Dec 24 11:58:15 2022	1671883095	2	254	256	254
Sat Dec 24 11:58:19 2022	1671883099	0	256	256	256
Sat Dec 24 11:58:20 2022	1671883100	0	256	256	256
Sat Dec 24 11:58:20 2022	1671883100	0	256	256	256
Sat Dec 24 11:58:17 2022	1671883097	0	256	256	256
Sat Dec 24 11:58:17 2022	1671883097	0	256	257	256
Sat Dec 24 11:58:18 2022	1671883098	0	256	257	256
Sat Dec 24 11:58:20 2022	1671883100	0	257	257	256
Sat Dec 24 11:58:19 2022	1671883099	0	257	257	256
Sat Dec 24 11:58:19 2022	1671883099	0	257	257	256
Sat Dec 24 11:58:19 2022	1671883099	0	257	257	256
Sat Dec 24 11:58:19 2022	1671883099	0	257	257	256
Sat Dec 24 11:58:17 2022	1671883097	0	257	257	257
Sat Dec 24 11:58:15 2022	1671883095	0	257	257	256
Sat Dec 24 11:58:19 2022	1671883099	0	257	257	257
Sat Dec 24 11:58:16 2022	1671883096	0	257	257	256
Sat Dec 24 11:58:19 2022	1671883099	0	257	257	257
Sat Dec 24 11:58:15 2022	1671883095	0	257	257	255
Sat Dec 24 11:58:15 2022	1671883095	0	257	257	257
Sat Dec 24 11:58:18 2022	1671883098	0	257	257	257
Sat Dec 24 11:58:17 2022	1671883097	0	257	257	255
Sat Dec 24 11:58:20 2022	1671883100	0	257	257	257
Sat Dec 24 11:58:15 2022	1671883095	0	257	257	257
Sat Dec 24 11:58:19 2022	1671883099	0	257	257	257
Sat Dec 24 11:58:17 2022	1671883097	0	257	257	256
Sat Dec 24 11:58:18 2022	1671883098	0	257	257	257
Sat Dec 24 11:58:19 2022	1671883099	0	257	257	257
Sat Dec 24 11:58:17 2022	1671883097	0	257	257	257
Sat Dec 24 11:58:17 2022	1671883097	0	257	257	257
Sat Dec 24 11:58:18 2022	1671883098	0	257	257	257
Sat Dec 24 11:58:20 2022	1671883100	0	257	257	257
Sat Dec 24 11:58:17 2022	1671883097	0	257	257	257
Sat Dec 24 11:58:18 2022	1671883098	0	258	258	257
Sat Dec 24 11:58:17 2022	1671883097	0	258	258	257
Sat Dec 24 11:58:20 2022	1671883100	0	258	258	257
Sat Dec 24 11:58:18 2022	1671883098	0	257	258	256
Sat Dec 24 11:58:18 2022	1671883098	0	258	258	257
Sat Dec 24 11:58:18 2022	1671883098	0	258	258	257
Sat Dec 24 11:58:19 2022	1671883099	0	258	258	257
Sat Dec 24 11:58:20 2022	1671883100	0	258	258	257
Sat Dec 24 11:58:17 2022	1671883097	0	258	258	257
Sat Dec 24 11:58:17 2022	1671883097	0	258	258	257
Sat Dec 24 11:58:20 2022	1671883100	0	258	258	258
Sat Dec 24 11:58:16 2022	1671883096	0	258	258	258
Sat Dec 24 11:58:20 2022	1671883100	0	258	258	257
Sat Dec 24 11:58:17 2022	1671883097	0	258	258	258
Sat Dec 24 11:58:18 2022	1671883098	0	258	258	258
Sat Dec 24 11:58:18 2022	1671883098	0	258	258	258
Sat Dec 24 11:58:19 2022	1671883099	0	258	259	258
Sat Dec 24 11:58:20 2022	1671883100	0	259	259	258
Sat Dec 24 11:58:18 2022	1671883098	0	258	259	257
Sat Dec 24 11:58:17 2022	1671883097	0	259	259	258
Sat Dec 24 11:58:19 2022	1671883099	0	259	259	258
Sat Dec 24 11:58:18 2022	1671883098	0	259	259	257
Sat Dec 24 11:58:17 2022	1671883097	0	259	259	255
Sat Dec 24 11:58:16 2022	1671883096	0	259	259	258
Sat Dec 24 11:58:20 2022	1671883100	0	259	259	252
Sat Dec 24 11:58:15 2022	1671883095	0	259	259	258
Sat Dec 24 11:58:17 2022	1671883097	0	259	259	258
Sat Dec 24 11:58:20 2022	1671883100	0	259	259	258
Sat Dec 24 11:58:19 2022	1671883099	0	259	259	258
Sat Dec 24 11:58:17 2022	1671883097	0	259	259	258
Sat Dec 24 11:58:16 2022	1671883096	0	259	259	258
Sat Dec 24 11:58:17 2022	1671883097	0	259	259	258
Sat Dec 24 11:58:17 2022	1671883097	0	259	259	258
Sat Dec 24 11:58:18 2022	1671883098	0	259	259	258
Sat Dec 24 11:58:20 2022	1671883100	0	259	259	259
Sat Dec 24 11:58:19 2022	1671883099	0	259	259	259
Sat Dec 24 11:58:17 2022	1671883097	0	259	259	258
Sat Dec 24 11:58:20 2022	1671883100	0	259	259	259
Sat Dec 24 11:58:18 2022	1671883098	0	259	259	259
Sat Dec 24 11:58:18 2022	1671883098	0	259	259	259
Sat Dec 24 11:58:19 2022	1671883099	0	259	259	259
Sat Dec 24 11:58:19 2022	1671883099	0	259	259	259
Sat Dec 24 11:58:15 2022	1671883095	0	259	260	259
Sat Dec 24 11:58:19 2022	1671883099	0	260	260	259
Sat Dec 24 11:58:19 2022	1671883099	0	260	260	259
Sat Dec 24 11:58:19 2022	1671883099	0	260	260	259
Sat Dec 24 11:58:19 2022	1671883099	0	260	260	260
Sat Dec 24 11:58:18 2022	1671883098	0	260	260	260
Sat Dec 24 11:58:19 2022	1671883099	0	260	260	260
Sat Dec 24 11:58:16 2022	1671883096	0	260	260	259
Sat Dec 24 11:58:15 2022	1671883095	0	260	260	258
Sat Dec 24 11:58:20 2022	1671883100	0	260	260	260
Sat Dec 24 11:58:17 2022	1671883097	0	260	260	260
Sat Dec 24 11:58:20 2022	1671883100	0	260	260	259
Sat Dec 24 11:58:19 2022	1671883099	0	260	260	259
Sat Dec 24 11:58:16 2022	1671883096	0	260	260	260
Sat Dec 24 11:58:19 2022	1671883099	0	260	260	260
Sat Dec 24 11:58:17 2022	1671883097	0	260	260	260
Sat Dec 24 11:58:18 2022	1671883098	0	260	260	260
Sat Dec 24 11:58:19 2022	1671883099	0	260	260	259
Sat Dec 24 11:58:16 2022	1671883096	0	260	260	260
Sat Dec 24 11:58:19 2022	1671883099	0	260	260	260
Sat Dec 24 11:58:20 2022	1671883100	0	260	260	260
Sat Dec 24 11:58:17 2022	1671883097	0	260	260	259
Sat Dec 24 11:58:18 2022	1671883098	0	260	260	260
Sat Dec 24 11:58:15 2022	1671883095	0	260	260	259
Sat Dec 24 11:58:18 2022	1671883098	0	260	260	260
Sat Dec 24 11:58:20 2022	1671883100	0	260	261	260
Sat Dec 24 11:58:17 2022	1671883097	0	261	261	260
Sat Dec 24 11:58:16 2022	1671883096	0	261	261	260
Sat Dec 24 11:58:18 2022	1671883098	0	261	261	260
Sat Dec 24 11:58:16 2022	1671883096	0	261	261	260
Sat Dec 24 11:58:15 2022	1671883095	0	261	261	259
Sat Dec 24 11:58:17 2022	1671883097	0	261	261	260
Sat Dec 24 11:58:17 2022	1671883097	0	261	261	260
Sat Dec 24 11:58:17 2022	1671883097	0	261	261	260
Sat Dec 24 11:58:16 2022	1671883096	0	261	261	260
Sat Dec 24 11:58:15 2022	1671883095	0	261	261	260
Sat Dec 24 11:58:18 2022	1671883098	0	261	261	260
Sat Dec 24 11:58:18 2022	1671883098	0	261	261	260
Sat Dec 24 11:58:20 2022	1671883100	0	261	261	260
Sat Dec 24 11:58:17 2022	1671883097	0	261	261	260
Sat Dec 24 11:58:17 2022	1671883097	0	261	261	260
Sat Dec 24 11:58:15 2022	1671883095	1	260	261	260
Sat Dec 24 11:58:19 2022	1671883099	0	261	261	260
Sat Dec 24 11:58:19 2022	1671883099	0	261	261	260
Sat Dec 24 11:58:19 2022	1671883099	0	261	261	261
Sat Dec 24 11:58:19 2022	1671883099	0	261	261	261
Sat Dec 24 11:58:20 2022	1671883100	0	261	261	261
Sat Dec 24 11:58:17 2022	1671883097	0	261	261	260
Sat Dec 24 11:58:20 2022	1671883100	0	261	261	261
Sat Dec 24 11:58:16 2022	1671883096	0	261	261	260
Sat Dec 24 11:58:20 2022	1671883100	0	261	261	261
Sat Dec 24 11:58:15 2022	1671883095	2	260	261	259
Sat Dec 24 11:58:18 2022	1671883098	0	261	261	260
Sat Dec 24 11:58:19 2022	1671883099	0	262	262	261
Sat Dec 24 11:58:19 2022	1671883099	0	262	262	261
Sat Dec 24 11:58:19 2022	1671883099	0	262	262	261
Sat Dec 24 11:58:19 2022	1671883099	0	262	262	261
Sat Dec 24 11:58:20 2022	1671883100	0	262	262	261
Sat Dec 24 11:58:18 2022	1671883098	0	262	262	261
Sat Dec 24 11:58:17 2022	1671883097	0	262	262	261
Sat Dec 24 11:58:18 2022	1671883098	0	262	262	261
Sat Dec 24 11:58:15 2022	1671883095	0	262	262	255
Sat Dec 24 11:58:17 2022	1671883097	0	262	262	261
Sat Dec 24 11:58:16 2022	1671883096	0	262	262	261
Sat Dec 24 11:58:20 2022	1671883100	0	262	262	262
Sat Dec 24 11:58:18 2022	1671883098	0	262	262	261
Sat Dec 24 11:58:17 2022	1671883097	0	262	262	261
Sat Dec 24 11:58:20 2022	1671883100	0	262	262	262
Sat Dec 24 11:58:18 2022	1671883098	0	262	262	262
Sat Dec 24 11:58:18 2022	1671883098	0	262	262	262
Sat Dec 24 11:58:20 2022	1671883100	0	262	262	262
Sat Dec 24 11:58:18 2022	1671883098	0	262	262	262
Sat Dec 24 11:58:20 2022	1671883100	0	262	262	262
Sat Dec 24 11:58:19 2022	1671883099	0	262	262	261
Sat Dec 24 11:58:18 2022	1671883098	0	262	262	262
Sat Dec 24 11:58:18 2022	1671883098	0	262	262	262
Sat Dec 24 11:58:16 2022	1671883096	0	262	262	261
Sat Dec 24 11:58:19 2022	1671883099	0	262	262	262
Sat Dec 24 11:58:17 2022	1671883097	0	262	263	262
Sat Dec 24 11:58:16 2022	1671883096	0	262	263	262
Sat Dec 24 11:58:17 2022	1671883097	0	262	263	262
Sat Dec 24 11:58:17 2022	1671883097	0	262	263	262
Sat Dec 24 11:58:17 2022	1671883097	0	263	263	261
Sat Dec 24 11:58:19 2022	1671883099	0	263	263	262
Sat Dec 24 11:58:19 2022	1671883099	0	262	263	262
Sat Dec 24 11:58:17 2022	1671883097	0	263	263	251
Sat Dec 24 11:58:18 2022	1671883098	0	263	263	262
Sat Dec 24 11:58:19 2022	1671883099	0	263	263	262
Sat Dec 24 11:58:19 2022	1671883099	0	263	263	262
Sat Dec 24 11:58:15 2022	1671883095	0	263	263	262
Sat Dec 24 11:58:16 2022	1671883096	0	263	263	263
Sat Dec 24 11:58:20 2022	1671883100	0	263	263	260
Sat Dec 24 11:58:19 2022	1671883099	0	263	263	262
Sat Dec 24 11:58:15 2022	1671883095	0	263	263	262
Sat Dec 24 11:58:18 2022	1671883098	0	263	263	259
Sat Dec 24 11:58:16 2022	1671883096	0	263	263	262
Sat Dec 24 11:58:17 2022	1671883097	0	263	263	263
Sat Dec 24 11:58:15 2022	1671883095	0	263	263	262
Sat Dec 24 11:58:19 2022	1671883099	0	263	263	262
Sat Dec 24 11:58:19 2022	1671883099	0	263	263	263
